Event	ID	Name			Wwise Object Path	Notes
	532981842	Play_SFX_Ambiences_CityTrafficExterior			\Default Work Unit\Play_SFX_Ambiences_CityTrafficExterior	
	565574810	Stop_Vibration_BLEND			\Default Work Unit\Stop_Vibration_BLEND	
	721723355	Play_Drop_Objet_SWITCH			\Default Work Unit\Play_Drop_Objet_SWITCH	
	902373862	Play_Essorage_RND			\Default Work Unit\Play_Essorage_RND	
	1026313801	Play_Blood_Splash_RND			\Default Work Unit\Play_Blood_Splash_RND	
	1119481481	Play_Grab_Object_SWITCH			\Default Work Unit\Play_Grab_Object_SWITCH	
	1122701954	Play_SFX_Event_PoliceStreetArriving			\Default Work Unit\Play_SFX_Event_PoliceStreetArriving	
	1887831868	Play_SFX_Ambiences_InteriorHouse			\Default Work Unit\Play_SFX_Ambiences_InteriorHouse	
	2838179778	Play_Footsteps_SWITCH			\Default Work Unit\Character\Play_Footsteps_SWITCH	
	2948361678	Play_Breath_State_BLEND			\Default Work Unit\Character\Play_Breath_State_BLEND	
	3341621984	Play_Vibration_BLEND			\Default Work Unit\Play_Vibration_BLEND	

Switch Group	ID	Name			Wwise Object Path	Notes
	3539622648	Ground_Material			\Default Work Unit\Ground_Material	
	4083796540	Object_Material			\Default Work Unit\Object_Material	

Switch	ID	Name	Switch Group			Notes
	1791601991	Parquet	Ground_Material			
	2412606308	Carpet	Ground_Material			
	1165214467	Sponge	Object_Material			
	2473969246	Metal	Object_Material			
	3020931316	Porcelain	Object_Material			

Game Parameter	ID	Name			Wwise Object Path	Notes
	1552025288	DistanceToRightPlace			\Default Work Unit\DistanceToRightPlace	
	3920142940	Timer			\Default Work Unit\Timer	

Effect plug-ins	ID	Name	Type				Notes
	389802112	SFX_Footsteps_Parquetv2_02	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_02		68380
	430470032	SFX_Objects_DropMetal	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Objects_DropMetal_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Drop_Objet_SWITCH\SFX_Objects_DropMetal		6806
	435452180	SFX_Grab_Sponge	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Grab_Sponge_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Grab_Object_SWITCH\SFX_Grab_Sponge		33268
	474446816	SFX_Ambiences_InteriorHouse	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Ambiences_InteriorHouse_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\SFX_Ambiences_InteriorHouse		7119516
	523509349	SFX_Blood_Splash_00	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Blood_Splash_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Other\Blood_Splash_RND\SFX_Blood_Splash_00		192996
	555879596	SFX_Sponge_Essorage_01	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Sponge_Essorage_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Essorage_RND\SFX_Sponge_Essorage_01		417240
	560303114	SFX_Footsteps_Parquetv2_06	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_06_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_06		68400
	575719255	SFX_Blood_Splash_01	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Blood_Splash_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Other\Blood_Splash_RND\SFX_Blood_Splash_01		156342
	579030665	SFX_Objects_DropPorcelain	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Objects_DropPorcelain_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Drop_Objet_SWITCH\SFX_Objects_DropPorcelain		10186
	581383483	SFX_Event_PoliceStreetArriving	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Event_PoliceStreetArriving_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Events\SFX_Event_PoliceStreetArriving		4892208
	598704831	SFX_Foleysteps_02	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Foleysteps_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foleysteps_RND\SFX_Foleysteps_02		76980
	610835259	SFX_Foleysteps_05	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Foleysteps_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foleysteps_RND\SFX_Foleysteps_05		76960
	648561820	SFX_Ambiences_CityTrafficExterior	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Ambiences_CityTrafficExterior_8CA68BFB.wem		\Actor-Mixer Hierarchy\Default Work Unit\Ambiences\SFX_Ambiences_CityTrafficExterior		13897260
	655449155	SFX_Blood_Splash_02	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Blood_Splash_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Other\Blood_Splash_RND\SFX_Blood_Splash_02		123788
	660991772	SFX_Breath_MediumLoop	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Breath_MediumLoop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Breath_State_BLEND\SFX_Breath_MediumLoop		2822346
	712400125	SFX_Breath_FastLoop	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Breath_FastLoop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Breath_State_BLEND\SFX_Breath_FastLoop		2675328
	719608110	SFX_Craquement_01	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Craquement_01_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\House\Craquements_Steps_RND\SFX_Craquement_01		32022
	725763596	SFX_Footsteps_Parquetv2_04	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_04		71604
	732894517	SFX_Vibration_Physic_Loop	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Vibration_Physic_Loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Vibration_BLEND\SFX_Vibration_Physic_Loop		1537456
	733975613	SFX_Vibration_MediumSynth_Loop	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Vibration_MediumSynth_Loop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Vibration_BLEND\SFX_Vibration_MediumSynth_Loop		1725588
	736733107	SFX_Craquement_00	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Craquement_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\House\Craquements_Steps_RND\SFX_Craquement_00		36746
	745743475	SFX_Sponge_Essorage_00	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Sponge_Essorage_00_C9B497CA.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Essorage_RND\SFX_Sponge_Essorage_00		382304
	762426811	SFX_Craquement_02	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Craquement_02_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\House\Craquements_Steps_RND\SFX_Craquement_02		59558
	788187437	SFX_Foleysteps_04	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Foleysteps_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foleysteps_RND\SFX_Foleysteps_04		82776
	788605314	SFX_Blood_Splash_03	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Blood_Splash_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Other\Blood_Splash_RND\SFX_Blood_Splash_03		137330
	799397062	SFX_Foleysteps_03	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Foleysteps_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foleysteps_RND\SFX_Foleysteps_03		85352
	803443241	SFX_Footsteps_Parquetv2_03	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_03_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_03		65916
	866984795	SFX_Footsteps_Parquetv2_05	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_05_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_05		64912
	874029082	SFX_Foleysteps_00	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Foleysteps_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Foleysteps_RND\SFX_Foleysteps_00		64160
	897574348	SFX_Drop_Sponge	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Drop_Sponge_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Objects\Drop_Objet_SWITCH\SFX_Drop_Sponge		37660
	933250041	SFX_Footsteps_Parquetv2_07	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_07_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_07		64024
	971563571	SFX_Breath_SlowLoop	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Breath_SlowLoop_D79FB2B7.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Breath_State_BLEND\SFX_Breath_SlowLoop		2695502
	984809651	SFX_Footsteps_Parquetv2_00	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Footsteps_Parquetv2_00_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\Character\Footsteps_SWITCH\Fttps_Parquet_RND\SFX_Footsteps_Parquetv2_00		69704
	1058645652	SFX_Craquement_04	D:\GIT REPOSITORIES\Global Game Jam\Game Jam 2020\GGJ2020\GGJ2020_WwiseProject\.cache\Windows\SFX\SFX_Craquement_04_10C4C929.wem		\Actor-Mixer Hierarchy\Default Work Unit\House\Craquements_Steps_RND\SFX_Craquement_04		41714

